"x","y"
72.65319149561694,165.00301546845373
29.69236419940051,76.37182187579398
10.83607146605583,27.657032334059746
35.395801706564775,85.64378069136029
14.939221866643937,47.03535049213407
73.67161816150754,159.97907239107292
45.68130270741433,93.54171738967555
90.90794956653794,192.4259656789456
85.93345529135452,184.3337078491457
30.99339060602013,63.68043711093995
67.14427401777172,147.14827423758257
27.84806826165238,58.59169625471351
97.84911387341498,204.6439281048252
47.93066914657225,115.8545742822131
95.46764424302158,210.10371784994783
39.03646929252849,95.17109908693493
13.61140738839861,38.03254494120534
46.42962060629829,105.93503962607883
89.80160003535754,198.07350809530507
49.490278551473295,100.3786114945261
67.6462025600797,148.27836442412897
50.12480669051271,110.79129711940928
29.552975906861214,76.5126611897688
84.55689312520933,181.73984209401067
20.89226602437546,54.32920264226899
5.086870161975621,21.27921369792073
74.7824577765632,155.5673500220947
4.967105345517608,20.428375573168854
34.71288467868625,82.52947493869733
11.350177340747102,33.69237436113484
42.869520001553,93.37756001281159
80.20544951585246,162.6643758629136
24.43290230214594,61.924215833655346
48.27731709208132,100.1694578809944
25.893427040801175,64.47894985373968
55.551355240938946,120.27682458608514
34.18844551167588,74.05015508782175
25.190333994243485,66.76680225311917
50.593126578013404,104.2738440120344
42.92472358259425,99.37981812461241
26.435524388191634,56.46234488499388
72.58050253536797,150.1723390812515
23.62298693379572,59.88534351162113
46.50343557533678,111.4945301950371
59.15910065431142,126.5613998741541
30.57678568718545,79.05675808049315
27.063809994291923,69.5619242215991
54.948354346036396,121.49803721920551
64.59318090019974,137.77493898146764
61.00891030408573,127.8544975210541
22.5362889080041,46.73643050658389
17.03901325306232,45.652139083079064
72.26094041326168,152.71214616221758
76.20071262276487,158.28322322004018
98.34466518822411,215.0150200546011
93.19320915995435,194.0696129567857
1.2045331238271562,21.50942850747064
70.43971136341953,141.44071555956788
39.61936040155371,92.12720903927483
83.41832254544023,176.86419183554133
76.2058447466431,163.5418526900603
68.4692726545463,153.43306727454288
88.19180269136176,181.97604803532306
88.77830827070908,181.74790446002942
30.025620295285528,63.83152829192484
55.97885790936892,125.59306048838923
56.807144762422304,121.67486249911067
71.84638090775934,161.00518612271776
57.29556050380778,127.97985222956348
3.932549984192635,23.89579641493603
27.5013864635995,69.29448435563033
21.589348083381733,52.20895469417381
21.048849131354764,47.75659436350336
45.27100391741228,90.89887812009799
20.978728064994346,43.490661960694524
62.214395092516895,124.6030182764704
6.407160176703841,15.060717031095548
36.95930625465418,84.02685159424996
24.068044237059794,63.22448571875057
4.3502088458117205,13.548168244136772
56.08528529919561,113.42798215195306
7.334942244606357,21.35786023176147
61.22666429174453,136.73448345370085
7.898023644864427,29.04343480506514
12.926597741679057,40.34128980159033
77.15079029526632,173.698780980604
29.846149016307443,61.22285865758583
52.75711831607728,114.2906913044641
74.85298257226229,160.22956879135185
73.73711494299167,161.1018915397524
96.94176812200548,194.2876255179875
12.913857215716206,32.741205885069
61.855839526278174,123.90822362376905
91.71860767840255,199.24576936977712
24.485506034954273,63.51606008747632
40.52178725832862,85.77858866696553
72.47428158706441,147.4684355298046
89.184313897244,190.7605868747319
19.02279008078804,57.292779090157225
22.727441636603317,50.48710923316918
